,# x_m, y_m, w_tr_right_m, w_tr_left_m,psi_m
182,53.729751977914425,36.813245778701805,1.1,1.1,-0.8752117274211341
183,53.97384092870721,36.52084257713484,1.1,1.1,-1.0519439182739627
184,54.163605002653256,36.18852890868027,1.1,1.1,-1.1808366576206297
185,54.31183633419695,35.827875553294064,1.1,1.1,-1.2351742204146032
186,54.441121074610976,35.457239699968575,1.1,1.1,-1.2415504429443271
187,54.56712944857076,35.088451786088136,1.1,1.1,-1.2429189520062343
188,54.69217775902528,34.720830152562144,1.1,1.1,-1.2440637915843367
189,54.81683160488451,34.35298744461693,1.1,1.1,-1.2451710817401143
190,54.941142637596144,33.98481569205763,1.1,1.1,-1.2462619897942586
191,55.065105956495714,33.61634803271059,1.1,1.1,-1.2473370005547173
192,55.188716505342086,33.247617837767194,1.1,1.1,-1.2483969099464236
193,55.31196907231752,32.87865832284216,1.1,1.1,-1.2494412398337937
194,55.43485875675753,32.509502703550176,1.1,1.1,-1.250470453327477
195,55.55738050242102,32.14018442887094,1.1,1.1,-1.251485131010254
196,55.67952925306688,31.77073655884252,1.1,1.1,-1.2524852791278343
197,55.80129995245398,31.401192464656248,1.1,1.1,-1.2530639653971893
198,55.922839075998006,31.031631801556784,1.1,1.1,-1.2518743763935103
199,56.04479421150331,30.66228723442376,1.1,1.1,-1.2486367512329284
200,56.16791656082295,30.293423165773294,1.1,1.1,-1.2433496980283267
201,56.2929571702333,29.92530415369824,1.1,1.1,-1.2359044149966194
202,56.42070450219506,29.55821404779591,1.1,1.1,-1.214974254599278
203,56.55588147485126,29.194483541855416,1.1,1.1,-1.1590894253104356
204,56.71055554661211,28.84026436997062,1.1,1.1,-1.0655344760195786
205,56.89759796264838,28.50212661184641,1.1,1.1,-0.9361427505716533
206,57.12988004591925,28.186640191611065,1.1,1.1,-0.7743827208966143
207,57.41689593926059,27.90587886852903,1.1,1.1,-0.5464569299153382
208,57.74824542142869,27.70433857566107,1.1,1.1,-0.18721961130179143
209,58.10618855378888,27.63653049289193,1.1,1.1,0.19873084618563447
210,58.47092976343413,27.709985385738364,1.1,1.1,0.45764111998779283
211,58.82049672676314,27.882152107049183,1.1,1.1,0.6265126884824243
212,59.13932407776235,28.11291521770073,1.1,1.1,0.7344301121090131
213,59.43233636191285,28.37748404529429,1.1,1.1,0.7912890216029388
214,59.70738599945465,28.65579348037712,1.1,1.1,0.8552908618293005
215,59.96027716593383,28.946758220241,1.1,1.1,0.95858887754611
216,60.18036344005852,29.26017780468517,1.1,1.1,1.0611679200985318
217,60.36815806919608,29.596202831906535,1.1,1.1,1.1379512658730981
218,60.53113557790439,29.948915321727373,1.1,1.1,1.189386162069877
219,60.67687363806008,30.31230768181976,1.1,1.1,1.2166742743614558
220,60.81294968817488,30.68037239764409,1.1,1.1,1.2235704454160474
221,60.94595722223943,31.04791033093256,1.1,1.1,1.2275350532222657
222,61.07691091116303,31.41430609824728,1.1,1.1,1.2346985026272228
223,61.20486181517092,31.780557723796083,1.1,1.1,1.2450607048975117
224,61.32885866083847,32.14766525428315,1.1,1.1,1.258521799563794
225,61.447966510289405,32.51660610001024,1.1,1.1,1.273598330045285
226,61.5616537581117,32.88780700772741,1.1,1.1,1.2888058373019706
227,61.66980730008103,33.26112274663221,1.1,1.1,1.3040902196168513
228,61.7723336346309,33.636381326738395,1.1,1.1,1.3194666724388262
229,61.869139260194906,34.01341083584804,1.1,1.1,1.3349507103386897
230,61.96013051962988,34.39203943955155,1.1,1.1,1.350556848411642
231,62.04521391136937,34.7720950700744,1.1,1.1,1.366300285796965
232,62.12429593384695,35.153405970795305,1.1,1.1,1.3821961348998528
233,62.19728300770775,35.53580022951635,1.1,1.1,1.3982576450027746
234,62.264082331480274,35.91910640076957,1.1,1.1,1.4143737809968502
235,62.32465788917012,36.30319870083371,1.1,1.1,1.4303256868442067
236,62.37907401172193,36.68803170132703,1.1,1.1,1.4460865861732621
237,62.42740490919762,37.07356759712368,1.1,1.1,1.4616519837742
238,62.469724791659054,37.4597690498277,1.1,1.1,1.4770171988614973
239,62.50610802474483,37.84659833210157,1.1,1.1,1.4921792009268933
240,62.536628740728496,38.23401787218438,1.1,1.1,1.5071344101283395
241,62.561361227460296,38.62199025389187,1.1,1.1,1.521880029404195
242,62.58037977279047,39.01047782767485,1.1,1.1,1.536415157567797
243,62.59375812005097,39.39944294398404,1.1,1.1,1.5532000842970264
244,62.600608159937,39.78869268777384,1.1,1.1,1.5798268404988116
245,62.59709640601177,40.17755854618056,1.1,1.1,1.6178299361874902
246,62.57884345337475,40.5653555152155,1.1,1.1,1.6666797628322227
247,62.54163830884863,40.95219039824877,1.1,1.1,1.725679862312152
248,62.48131027360845,41.33857659822432,1.1,1.1,1.8099754379914736
249,62.38854925199488,41.71898352082216,1.1,1.1,1.9514400307594604
250,62.2451304507445,42.077387782372064,1.1,1.1,2.140581866789878
251,62.0380074453789,42.40068103888906,1.1,1.1,2.271059018350279
252,61.78771503125623,42.69768028584128,1.1,1.1,2.319690643011485
253,61.52259802933749,42.98289545725074,1.1,1.1,2.3457510326162176
254,61.2505210726297,43.26071544819363,1.1,1.1,2.3685423972293806
255,60.97237055909453,43.53208025278744,1.1,1.1,2.388042653941915
256,60.68902713035753,43.79792706476988,1.1,1.1,2.404233736509968
257,60.401371350256,44.05919276672546,1.1,1.1,2.4171091653083034
258,60.11028370483887,44.31681455239187,1.1,1.1,2.4266705542547022
259,59.81664483573171,44.571729382141946,1.1,1.1,2.432922086399363
260,59.521335306771846,44.82487452750176,1.1,1.1,2.4358692417328855
261,59.22523568179648,45.077186871055744,1.1,1.1,2.4357108524862974
262,58.92917409531199,45.32954775452445,1.1,1.1,2.4344901366032
263,58.633434319127375,45.58225829651333,1.1,1.1,2.4334184308445796
264,58.33797722571526,45.8352756356554,1.1,1.1,2.4325124301185865
265,58.04275917582539,46.088552243284205,1.1,1.1,2.4317716250093655
266,57.74773676357253,46.34204066852156,1.1,1.1,2.4311961928798524
267,57.45286658307137,46.595693382700986,1.1,1.1,2.430785980710729
268,57.15810515064837,46.84946301273267,1.1,1.1,2.430541154575431
269,56.8634089826299,47.10330210773845,1.1,1.1,2.4304617445243637
270,56.56873467313071,47.35716313905181,1.1,1.1,2.4305441763096933
271,56.27403959414878,47.61099974483118,1.1,1.1,2.4307052933623523
272,55.97930313177806,47.86478928867402,1.1,1.1,2.430862136908332
273,55.684526297266736,48.11853309298184,1.1,1.1,2.4310111918263466
274,55.38971111311125,48.37223341361607,1.1,1.1,2.431152024565736
275,55.094859679596375,48.62589266201479,1.1,1.1,2.4312850688558947
276,54.7999740192186,48.87951309403941,1.1,1.1,2.4314103035404173
277,54.50505607668599,49.13309704333968,1.1,1.1,2.431527598237319
278,54.21010787449503,49.38664684356535,1.1,1.1,2.4316368439569525
279,53.91513159071878,49.64016475057782,1.1,1.1,2.431738258871582
280,53.62012909227708,49.89365317581516,1.1,1.1,2.431831907015312
281,53.32510247945464,50.147114297350505,1.1,1.1,2.4319173120126947
282,53.030053774748,50.40055060441022,1.1,1.1,2.431994929003671
283,52.73498500065351,50.65396435285571,1.1,1.1,2.432064758057149
284,52.43989817966767,50.90735779854843,1.1,1.1,2.4321264957607474
285,52.14479533428689,51.16073335292643,1.1,1.1,2.4321805973600608
286,51.84967848700767,51.41409319406282,1.1,1.1,2.432226325659636
287,51.55454973811472,51.66743981118398,1.1,1.1,2.4322646784765336
288,51.25941095452787,51.92077538236302,1.1,1.1,2.4322945492797983
289,50.96426439210854,52.17410231903797,1.1,1.1,2.4323170231567985
290,50.66911183998819,52.42742287707031,1.1,1.1,2.432331015084945
291,50.37395555402828,52.680739467898086,1.1,1.1,2.4323377618814943
292,50.078797323360206,52.934054269594384,1.1,1.1,2.432336026775741
293,49.78363940384546,53.18736969359728,1.1,1.1,2.432326764554226
294,49.48848366240381,53.4406879957682,1.1,1.1,2.4323092809547817
295,49.19333219932,53.694011587545205,1.1,1.1,2.432284009756705
296,48.89818703709052,53.9473427247897,1.1,1.1,2.4322507992030307
297,48.60305019821181,54.20068374115148,1.1,1.1,2.432209779565547
298,48.30792362739195,54.45403697028024,1.1,1.1,2.432160711782253
299,48.012809502704094,54.70740466803745,1.1,1.1,2.432103834902596
300,47.7177097688563,54.96078916807278,1.1,1.1,2.4320390186538052
301,47.422626448345085,55.21419280403608,1.1,1.1,2.4319659810108556
302,47.12756164145517,55.46761798736531,1.1,1.1,2.4318855680262987
303,46.83251721510637,55.721066896133664,1.1,1.1,2.4317968246643
304,46.53749542516009,55.9745418639908,1.1,1.1,2.431700381175425
305,46.24249806074784,56.22804530237486,1.1,1.1,2.431595889251367
306,45.94752729994266,56.48157946714722,1.1,1.1,2.4314836094952716
307,45.65258516524103,56.73514661416933,1.1,1.1,2.43136421506592
308,45.35767336798608,56.98874892151426,1.1,1.1,2.431249093541101
309,45.06279089692962,57.2423850667805,1.1,1.1,2.431144037217904
310,44.767935185056885,57.4960520940117,1.1,1.1,2.4310490672763407
311,44.47310374314151,57.74974696946322,1.1,1.1,2.4309644234564214
312,44.178293848592126,58.00346673717865,1.1,1.1,2.4308899964935
313,43.883502934394,58.257208363413376,1.1,1.1,2.4308258074678846
314,43.58872851132073,58.5109687366344,1.1,1.1,2.430772075156738
315,43.29396777899265,58.76474490088536,1.1,1.1,2.430728147180537
316,42.99921832597166,59.018533900209945,1.1,1.1,2.4306948486123106
317,42.7044774296664,59.27233262307511,1.1,1.1,2.4306714848717994
318,42.40974260085049,59.52613811352455,1.1,1.1,2.4306586200645675
319,42.11501119472088,59.77994726002524,1.1,1.1,2.4306557995690383
320,41.820280566474494,60.03375718440919,1.1,1.1,2.4306632170259803
321,41.52554822688499,60.28756477514338,1.1,1.1,2.4306809819145765
322,41.23081153114927,60.54136699848317,1.1,1.1,2.4307090942474097
323,40.93606783446434,60.79516082068388,1.1,1.1,2.430747120427789
324,40.64131456981541,61.0489433635775,1.1,1.1,2.4307955362151854
325,40.34654924797616,61.30271143784267,1.1,1.1,2.430854408890788
326,40.05176906856688,61.55646208752308,1.1,1.1,2.430923086053537
327,39.75697162014946,61.81019235666238,1.1,1.1,2.431002392763602
328,39.46215418013255,62.06389913372757,1.1,1.1,2.431091634491082
329,39.167314259289775,62.31757946276234,1.1,1.1,2.431191354166815
330,38.87244913502975,62.57123031002195,1.1,1.1,2.4313013121409903
331,38.57755631812608,62.82484856397349,1.1,1.1,2.4314211840033413
332,38.28263324156403,63.07843134644889,1.1,1.1,2.431551533764597
333,37.98767718275226,63.331975623703485,1.1,1.1,2.431692121977427
334,37.69268565246435,63.58547828420427,1.1,1.1,2.4318430577557906
335,37.39765600589725,63.83893629420663,1.1,1.1,2.43200403763006
336,37.10258559824795,64.0923467755425,1.1,1.1,2.43217525611612
337,36.80747194029003,64.34570661667887,1.1,1.1,2.43235682212761
338,36.51231238722046,64.59901278387109,1.1,1.1,2.4325484536082644
339,36.217104372024494,64.85226232116285,1.1,1.1,2.4327504325244305
340,35.92184524989912,65.10545219480944,1.1,1.1,2.432962780504441
341,35.62653245382959,65.3585792932779,1.1,1.1,2.4331851721565254
342,35.331163339012875,65.61164073840015,1.1,1.1,2.4334179546751136
343,35.03573541622258,65.86463334085494,1.1,1.1,2.433660758834393
344,34.74024596286733,66.11755430026253,1.1,1.1,2.43391438790515
345,34.444692411932394,66.37040027172498,1.1,1.1,2.4341810320035338
346,34.1490713407315,66.62316752140268,1.1,1.1,2.43446103903008
347,33.85337948215499,66.87585200430273,1.1,1.1,2.434754928783399
348,33.55761325793993,67.12844967543228,1.1,1.1,2.435062463595848
349,33.261769323188354,67.38095641201004,1.1,1.1,2.435383598970624
350,32.96584417742562,67.63336824683152,1.1,1.1,2.4357182273369125
351,32.66983447575378,67.88568113490378,1.1,1.1,2.436066608175894
352,32.37373671769824,68.13789103123396,1.1,1.1,2.4364288935658376
353,32.077547402784326,68.3899938130408,1.1,1.1,2.436804519570855
354,31.78126318611412,68.64198551311978,1.1,1.1,2.4371940499360742
355,31.48488056721297,68.89386200868967,1.1,1.1,2.43759676827306
356,31.18839620118292,69.14561941033422,1.1,1.1,2.4380135430875414
357,30.891806587549357,69.39725351748386,1.1,1.1,2.438443939909765
358,30.595108303625985,69.64876028514573,1.1,1.1,2.4388879351832973
359,30.298297848938176,69.90013574611527,1.1,1.1,2.439345422604966
360,30.00137187858796,70.15137585539956,1.1,1.1,2.439816660342223
361,29.70432689210075,70.40247656800572,1.1,1.1,2.440301671633989
362,29.40715946679022,70.65343376115258,1.1,1.1,2.440793492019706
363,29.10986789131324,70.90424541234361,1.1,1.1,2.4411515125992693
364,28.81248584801445,71.15495119362456,1.1,1.1,2.441240834533823
365,28.51508109052481,71.40563068245167,1.1,1.1,2.4410569260692005
366,28.217722539300134,71.65636477868284,1.1,1.1,2.4405989168939377
367,27.920479270372887,71.9072346933292,1.1,1.1,2.4398676737926284
368,27.623420204198855,72.15832132624857,1.1,1.1,2.4388625828570603
369,27.3266142612339,72.40970588845211,1.1,1.1,2.4375837124143036
370,27.030130595298772,72.66146935758599,1.1,1.1,2.436031428320033
371,26.73403804906098,72.91369278908468,1.1,1.1,2.4342148506223027
372,26.438403287114912,73.166454438003,1.1,1.1,2.4327445148683218
373,26.143139808843337,73.41965107923386,1.1,1.1,2.4326024505021526
374,25.84791468021592,73.67288762587536,1.1,1.1,2.433875565419038
375,25.55237326425966,73.92574308751342,1.1,1.1,2.43656480013646
376,25.256160612848305,74.17779631815735,1.1,1.1,2.440670173930006
377,24.95892193343221,74.42862609402809,1.1,1.1,2.4461914858691927
378,24.660302355673444,74.6778113469232,1.1,1.1,2.4531284631580115
379,24.35994700923404,74.92493093085204,1.1,1.1,2.4614799497585382
380,24.057501023776037,75.16956369982387,1.1,1.1,2.471258205882143
381,23.75260688415845,75.41128337381845,1.1,1.1,2.4939293969226326
382,23.442741759429847,75.6457037025627,1.1,1.1,2.561942410935771
383,23.11935616817125,75.85741411880952,1.1,1.1,2.675413023177825
384,22.77412481491592,76.03112384933198,1.1,1.1,2.775417891715872
385,22.410594302758604,76.17052651715885,1.1,1.1,2.831696386025202
386,22.038741762244182,76.28959858398035,1.1,1.1,2.865834363434803
387,21.664317228557017,76.39554853828344,1.1,1.1,2.9097464189316096
388,21.28632773373043,76.48478870473775,1.1,1.1,2.9637780668172575
389,20.903655148383084,76.55355980696852,1.1,1.1,3.016969120007283
390,20.51748590004554,76.60193628840254,1.1,1.1,3.06738778181601
391,20.129603052699935,76.63077203148171,1.1,1.1,3.1206261188870736
392,19.741218003929124,76.63891631351655,1.1,1.1,-3.1046978510904086
393,19.353365416241896,76.62460007242336,1.1,1.1,-3.0421353699315645
394,18.967080185512,76.58605401275356,1.1,1.1,-2.9749259992118335
395,18.58339884116804,76.5215083723285,1.1,1.1,-2.901749983228401
396,18.20445846185852,76.42883851863164,1.1,1.1,-2.8177536869190405
397,17.83538389800104,76.3049566441082,1.1,1.1,-2.7205467281898166
