,0,1
0,0.121645301201273,-6.74001483838408
1,-0.022421874762963,-6.72952213117395
2,-0.166425628134837,-6.71819226011913
3,-0.310344050542222,-6.70582553252827
4,-0.454151376900464,-6.69222773375793
5,-0.597819390891951,-6.67722952491005
6,-0.74131857458093,-6.66069395320702
7,-0.884617904461454,-6.64250772565963
8,-1.02768347432914,-6.62256594699764
9,-1.17047705472695,-6.60076182447354
10,-1.31295541882991,-6.57698501089114
11,-1.45506881823919,-6.55111615504891
12,-1.5967538789133,-6.52299583602321
13,-1.73791595449075,-6.49235824560965
14,-1.87840103706971,-6.4587531551608
15,-2.01796524991083,-6.42150897152058
16,-2.15625784276332,-6.37979120209144
17,-2.29283771805481,-6.33276900908495
18,-2.42723147544912,-6.279821104158
19,-2.55901129561352,-6.22066578971984
20,-2.68784563475038,-6.15534237088933
21,-2.81348971009676,-6.08407406313273
22,-2.93572929466491,-6.00711145614599
23,-3.05432236543627,-5.92463975316838
24,-3.16897300994381,-5.83676910319056
25,-3.27934345885344,-5.74357849107734
26,-3.38508816300236,-5.64516983600266
27,-3.48588944076488,-5.54170318917767
28,-3.58148291441493,-5.43340678405286
29,-3.67167050547553,-5.32056912141937
30,-3.75632101710299,-5.20352085871681
31,-3.83535402085047,-5.08260919974305
32,-3.90870096756062,-4.9581668041217
33,-3.97624580276056,-4.83048270959024
34,-4.03777224181835,-4.69979270609171
35,-4.09296201635637,-4.56630374619326
36,-4.14147926373982,-4.43024816380779
37,-4.18312627164038,-4.2919353121156
38,-4.21798476588702,-4.15175768475426
39,-4.2464306580867,-4.0101392966789
40,-4.26898090730177,-3.86746309364618
41,-4.28605684804893,-3.72402855604822
42,-4.29782423507952,-3.58006131880629
43,-4.30421840328655,-3.43575571256355
44,-4.30513634452986,-3.29131148862812
45,-4.30065182064495,-3.14693384051088
46,-4.29109042141673,-3.00280308508752
47,-4.27689817634768,-2.85905415028065
48,-4.25838558720102,-2.71579737834614
49,-4.23550581533626,-2.57317299092694
50,-4.20779639150549,-2.43140803782846
51,-4.17452839167571,-2.2908440382331
52,-4.13499370627481,-2.1519126093826
53,-4.08877498855207,-2.01505933381832
54,-4.03584759349868,-1.8806575744962
55,-3.97648007557127,-1.74897303344672
56,-3.91103567135142,-1.62019992149139
57,-3.83980655373184,-1.49453350151422
58,-3.76295208872983,-1.37222575874928
59,-3.68053108232764,-1.25359720599579
60,-3.59257488847715,-1.13901180453834
61,-3.49915336600236,-1.02883630158079
62,-3.40041083993428,-0.923402912703918
63,-3.29657354248405,-0.822983265592717
64,-3.18793779943666,-0.727775535369157
65,-3.07484521758933,-0.63790784168382
66,-2.95764859210029,-0.553462903594908
67,-2.8366752329721,-0.474524393611896
68,-2.71220167495029,-0.401230346755983
69,-2.58445750444708,-0.33379927705078
70,-2.45366595602988,-0.27248919675874
71,-2.32010351337162,-0.217477560989304
72,-2.18413859103816,-0.168706031972924
73,-2.04621573016198,-0.125782658366939
74,-1.90679176614669,-0.088018079692161
75,-1.76626622574936,-0.054583626294407
76,-1.62494406910589,-0.02469382156366
77,-1.48303633237603,0.002279941278745
78,-1.34068214104451,0.026789016116806
79,-1.19797354940821,0.049142556483764
80,-1.05497392258238,0.069551804732737
81,-0.911728858576085,0.088160600235127
82,-0.7682725711554,0.105064229695378
83,-0.624632268725983,0.120325451221915
84,-0.480831002900146,0.133987041533314
85,-0.336889211285272,0.146078539604572
86,-0.192825417536759,0.15661733668645
87,-0.048657003531675,0.165612225819651
88,0.095598588941855,0.17307925758893
89,0.239923176964089,0.17906522904024
90,0.384298517547082,0.183667125392308
91,0.528708956759956,0.186960845245904
92,0.673154667694766,0.187992290154863
93,0.817606538061836,0.187999999986587
94,0.962055434437672,0.187999999999999
95,1.10650433081428,0.187999999999999
96,1.25095322719088,0.187999999999999
97,1.39540212356747,0.187999999999999
98,1.53985101994406,0.187999999999999
99,1.68429991632065,0.187999999999999
100,1.82874881269724,0.187999999999999
101,1.97319770907383,0.187999999999999
102,2.11764660545041,0.187999999999999
103,2.262095501827,0.187999999999999
104,2.40654439820359,0.187999999999999
105,2.55099329458018,0.187999999999999
106,2.69544219095677,0.187999999999999
107,2.83989108733336,0.187999999999999
108,2.98433998370994,0.187999999999999
109,3.12878888008653,0.187999999999999
110,3.27323777646312,0.187999999999999
111,3.41768667283971,0.187999999999999
112,3.56213556921631,0.187999999999999
113,3.70658446559292,0.187999999999999
114,3.85103336196952,0.187999999999999
115,3.99548225834612,0.187999999999999
116,4.13993115472273,0.187999999999999
117,4.28438005109933,0.187999999999999
118,4.42882894747594,0.187999999999999
119,4.57327784385254,0.187999999999999
120,4.71772674022914,0.187999999999999
121,4.86217563660575,0.187999999999999
122,5.00662453298235,0.187999999999999
123,5.15107342935896,0.187999999999999
124,5.29552232573556,0.187999999999999
125,5.43997122211216,0.187999999999999
126,5.58442011848877,0.187999999999999
127,5.72886901486537,0.187999999999999
128,5.87331791124197,0.187999999999999
129,6.01776680761858,0.187999999999999
130,6.16221570399518,0.187999999999999
131,6.30666460037179,0.187999999999999
132,6.45111349674839,0.187999999999999
133,6.595562393125,0.187999999999999
134,6.7400112895016,0.187999999999999
135,6.8844601858782,0.187999999999999
136,7.02890908225481,0.187999999999999
137,7.17335797863141,0.187999999999999
138,7.31780687500801,0.187999999999999
139,7.46225577138462,0.187999999999999
140,7.60670466776122,0.187999999999999
141,7.75115356413783,0.187999999999999
142,7.89560246051443,0.187999999999999
143,8.04005135689103,0.187999999999999
144,8.18450025326762,0.187999999999999
145,8.3289491496442,0.187999999999999
